"date_day","namefull","birthday","gender","billv"
2018-02-11,"Пестриков Олег",1988-04-05,1,833
2018-02-11,"Городчиков Леонид",1992-05-30,1,1187
2018-02-11,"Обухова Евгения",1980-06-05,0,1202
2018-02-11,"Чечот Галина",1981-04-18,0,887
2018-02-11,"Арбузов Виталий",1968-08-21,1,1202
2018-02-11,"Шишкова Виктория",1972-02-04,0,2547
2018-02-12,"Державина Надежда",1982-05-11,0,3276
2018-02-12,"Дедюлин Филипп",1978-04-10,1,671
2018-02-12,"Архарова Любовь",1980-07-16,0,847
2018-02-12,"Саблин Владислав",1990-09-23,1,1156
2018-02-12,"Алексеев Гавриил",1986-12-30,1,1118
2018-02-12,"Бродович Андрей",1966-04-19,1,1768
2018-02-12,"Астрецов Юрий",1981-06-13,1,1701
2018-02-12,"Кучина Светлана",1981-08-10,0,2351
2018-02-12,"Дорофеева Алиса",1980-03-29,0,1139
2018-02-12,"Вагнер Алексей",1983-08-05,1,1610
2018-02-12,"Анфилогов Михаил",1988-01-11,1,1033
2018-02-12,"Бродович Лариса",1989-10-01,0,1810
2018-02-12,"Аверкиева Светлана",1974-08-06,0,1936
2018-02-12,"Белевцова Снежана",1991-10-04,0,1161
2018-02-12,"Перовский Иван",1984-10-31,1,1539
2018-02-12,"Воронецкий Илья",1971-07-23,1,1496
2018-02-12,"Бок Лариса",1984-12-18,0,1486
2018-02-12,"Худобашев Виталий",1967-12-08,1,1413
2018-02-12,"Мусоргский Иннокентий",1980-04-03,1,1578
2018-02-12,"Ефремовский Антон",1970-10-16,1,1367
2018-02-12,"Маевский Вячеслав",1985-12-13,1,980
2018-02-12,"Битяговский Олег",1978-02-26,1,761
2018-02-12,"Вронская Варвара",1981-11-06,0,825
2018-02-12,"Мамаев Пётр",1988-03-16,1,696
2018-02-12,"Спиридов Егор",1965-04-09,1,796
2018-02-12,"Андроникова Мария",1983-06-30,0,847
2018-02-12,"Челищев Руслан",1980-02-09,1,1074
2018-02-12,"Денисов Яков",1959-10-14,1,1309
2018-02-12,"Левкович Валерия",1961-06-14,0,684
2018-02-12,"Борисенко Даниил",1992-11-14,1,461
2018-02-12,"Хвостов Фёдор",1972-06-16,1,1792
2018-02-12,"Остафьев Вадим",1979-03-05,1,1077
2018-02-12,"Лашкевич Людмила",1977-05-28,0,871
2018-02-12,"Гришко Пётр",1971-09-24,1,719
2018-02-12,"Болычевцев Станислав",1988-07-03,1,1051
2018-02-12,"Самойлов Василий",1981-09-03,1,1371
2018-02-12,"Стрекалов Кирилл",1992-09-18,1,810
2018-02-12,"Собещанский Валерий",1991-07-05,1,1356
2018-02-12,"Карбышев Александр",1970-02-05,1,714
2018-02-12,"Махов Матвей",1990-02-11,1,1876
2018-02-12,"Травин Егор",1991-05-11,1,1109
2018-02-12,"Шевелев Ярослав",1977-02-07,1,1815
2018-02-12,"Гулидова Лидия",1991-11-17,0,1034
2018-02-12,"Юматов Юрий",1980-09-10,1,1003
2018-02-12,"Ленивцева Маргарита",1990-01-25,0,1437
2018-02-13,"Чеснок Ольга",1978-05-16,0,1072
2018-02-13,"Матвеева Людмила",1965-07-12,0,1567
2018-02-13,"Сазонова Инна",1969-02-27,0,1450
2018-02-13,"Старовойтов Иван",1974-04-29,1,1342
2018-02-13,"Гулевич Ольга",1983-10-16,0,784
2018-02-13,"Водов Кирилл",1970-06-19,1,731
2018-02-13,"Глазатова Виктория",1991-10-25,0,1146
2018-02-13,"Пекарский Гавриил",1975-12-23,1,824
2018-02-13,"Лонгинов Данила",1973-01-10,1,881
2018-02-13,"Извольский Сергей",1990-04-19,1,1293
2018-02-13,"Калантаев Пётр",1979-07-19,1,1086
2018-02-13,"Болховитинов Лев",1981-08-10,1,1143
2018-02-13,"Балакирев Валентин",1972-11-12,1,1024
2018-02-13,"Мошкова Марина",1973-03-10,0,2099
2018-02-13,"Протопопов Вадим",1976-02-10,1,1237
2018-02-13,"Соколова Светлана",1981-01-06,0,867
2018-02-13,"Ульянин Гавриил",1975-11-29,1,1220
2018-02-13,"Солтыков Александр",1977-10-24,1,958
2018-02-13,"Саблукова Валентина",1988-07-03,0,1038
2018-02-13,"Мельгунов Григорий",1984-04-11,1,1722
2018-02-13,"Ягужинский Станислав",1978-05-18,1,1630
2018-02-13,"Казановская Алёна",1982-05-08,0,1050
2018-02-13,"Щербинина Лидия",1966-07-11,0,742
2018-02-13,"Мацко София",1970-08-18,0,1235
2018-02-13,"Ватутина Маргарита",1974-11-28,0,1156
2018-02-13,"Челищев Руслан",1980-02-09,1,1184
2018-02-13,"Болховитинов Тимур",1979-10-12,1,644
2018-02-13,"Арцыбашева Жанна",1972-12-24,0,1509
2018-02-13,"Грабленова Лариса",1963-07-23,0,1311
2018-02-13,"Кожевников Василий",1979-02-12,1,1324
2018-02-13,"Кашкарова Инна",1982-12-15,0,1205
2018-02-13,"Белелюбский Тимофей",1980-02-04,1,865
2018-02-13,"Мальш Артём",1974-09-13,1,814
2018-02-13,"Панина Оксана",1970-03-23,0,1608
2018-02-13,"Лашкевич Людмила",1969-02-23,0,1349
2018-02-13,"Голикова Марья",1965-11-22,0,1310
2018-02-13,"Протасов Андрей",1995-04-28,1,952
2018-02-14,"Матвеева Людмила",1965-07-12,0,785
2018-02-14,"Малышко Иннокентий",1963-05-28,1,1547
2018-02-14,"Державина Надежда",1982-05-11,0,2152
2018-02-14,"Дивеев Тимур",1982-10-17,1,1091
2018-02-14,"Вальчицкий Антон",1996-06-10,1,809
2018-02-14,"Нетудыхата Роман",1977-03-02,1,524
2018-02-14,"Исленьев Сергей",1980-11-14,1,1935
2018-02-14,"Туренин Иван",1981-05-20,1,2685
2018-02-14,"Мещерский Кирилл",1980-12-07,1,725
2018-02-14,"Тростенская Ольга",1990-06-23,0,1006
2018-02-14,"Золотухин Пётр",1987-08-21,1,1063
2018-02-14,"Градовская Наталья",1974-03-10,0,1388
2018-02-14,"Зубович Сергей",1976-09-13,1,911
2018-02-14,"Гончарук Богдан",1981-06-18,1,675
2018-02-14,"Худобашев Виталий",1967-12-08,1,1766
2018-02-14,"Апухтина Снежана",1972-06-11,0,935
2018-02-14,"Болховитинов Лев",1961-12-24,1,2240
2018-02-14,"Михальский Дмитрий",1991-08-11,1,637
2018-02-14,"Бурлей Наталья",1980-02-15,0,629
2018-02-14,"Волконская Ольга",1988-03-14,0,1520
2018-02-14,"Назарьев Владимир",1984-04-03,1,1116
2018-02-14,"Игнатьева Диана",1980-09-24,0,2195
2018-02-14,"Болотин Матвей",1990-09-29,1,971
2018-02-14,"Лашкевич Максим",1986-05-19,1,1712
2018-02-14,"Корсаков Тимур",1972-05-01,1,973
2018-02-14,"Юсупов Антон",1971-11-16,1,1242
2018-02-14,"Брезгун Борис",1976-01-04,1,1340
2018-02-14,"Ляпишева Валентина",1977-06-20,0,1116
2018-02-14,"Михеев Данила",1968-10-28,1,1419
2018-02-14,"Безбородко Мария",1979-04-03,0,1006
2018-02-14,"Травин Леонид",1970-05-26,1,2259
2018-02-14,"Скарятина Валентина",1976-08-12,0,739
2018-02-14,"Ададуров Дмитрий",1985-07-27,1,874
2018-02-14,"Чемодурова Екатерина",1984-01-05,0,1172
2018-02-15,"Хмелев Александр",1979-10-10,1,1431
2018-02-15,"Эристова Екатерина",1989-12-09,0,719
2018-02-15,"Евлашев Леонид",1963-06-02,1,1185
2018-02-15,"Астрецов Юрий",1981-06-13,1,1747
2018-02-15,"Чекунов Данила",1976-05-30,1,2779
2018-02-15,"Шпигель Евгения",1983-11-17,0,628
2018-02-15,"Якушко Людмила",1992-01-17,0,1108
2018-02-15,"Долгов Руслан",1984-02-03,1,2251
2018-02-15,"Боброва Екатерина",1979-10-28,0,2829
2018-02-15,"Глазьева Ангелина",1976-05-26,0,1318
2018-02-15,"Расловлев Данила",1986-10-27,1,941
2018-02-15,"Обрютин Григорий",1976-08-16,1,2244
2018-02-15,"Мусоргский Иннокентий",1980-04-03,1,1511
2018-02-15,"Кайсаров Тимофей",1981-01-09,1,458
2018-02-15,"Каша Маргарита",1973-05-11,0,838
2018-02-15,"Чернцов Георгий",1978-12-16,1,720
2018-02-15,"Шульц Кирилл",1980-01-13,1,647
2018-02-15,"Муравьёв Михаил",1992-09-06,1,822
2018-02-15,"Греков Василий",1968-02-07,1,467
2018-02-15,"Лашкевич Максим",1986-05-19,1,1285
2018-02-15,"Старжинский Анатолий",1980-05-07,1,1654
2018-02-15,"Сонин Филипп",1979-10-21,1,1658
2018-02-15,"Бочина Ирина",1981-08-27,0,1304
2018-02-15,"Гавренев Сергей",1988-08-20,1,2405
2018-02-15,"Третьякова Екатерина",1988-01-13,0,954
2018-02-15,"Васьковский Геннадий",1975-02-24,1,2003
2018-02-15,"Байчуров Аркадий",1979-04-12,1,1245
2018-02-15,"Старженский Игорь",1989-05-09,1,1011
2018-02-16,"Сумарокова Яна",1987-05-10,0,839
2018-02-16,"Буйневич Арина",1969-11-26,0,911
2018-02-16,"Сазонова Инна",1969-02-27,0,2248
2018-02-16,"Саблин Владислав",1990-09-23,1,742
2018-02-16,"Огарев Руслан",1978-12-09,1,838
2018-02-16,"Путьковская Алиса",1983-01-15,0,1727
2018-02-16,"Хрущов Аркадий",1981-12-03,1,1218
2018-02-16,"Зузин Аркадий",1982-03-14,1,309
2018-02-16,"Восьянова Диана",1988-05-07,0,584
2018-02-16,"Кудашева Маргарита",1991-11-19,0,762
2018-02-16,"Стороженко Владимир",1967-10-28,1,988
2018-02-16,"Аверкиева Зинаида",1979-10-22,0,834
2018-02-16,"Калинина Вера",1983-01-25,0,1285
2018-02-16,"Тюфякин Пётр",1976-12-11,1,1335
2018-02-16,"Тростенская Ольга",1990-06-23,0,876
2018-02-16,"Воронецкий Илья",1971-07-23,1,649
2018-02-16,"Телешева Анастасия",1978-04-12,0,1660
2018-02-16,"Кашкина Александра",1990-09-07,0,1189
2018-02-16,"Крупенский Роман",1974-07-15,1,1593
2018-02-16,"Новаков Максим",1970-10-06,1,1488
2018-02-16,"Ветошникова Маргарита",1992-11-18,0,1139
2018-02-16,"Неклюдова Оксана",1986-10-14,0,1437
2018-02-16,"Шелехов Святослав",1978-02-18,1,902
2018-02-16,"Довженко Никита",1976-10-20,1,1492
2018-02-16,"Ефремовский Антон",1970-10-16,1,2789
2018-02-16,"Спафарьев Егор",1969-11-22,1,861
2018-02-16,"Золотаревская Марина",1979-06-18,0,1066
2018-02-16,"Стаханов Виталий",1985-11-27,1,728
2018-02-16,"Вальцов Роман",1981-10-31,1,1826
2018-02-16,"Лабунский Георгий",1985-04-30,1,1770
2018-02-16,"Ходнев Евгений",1971-09-10,1,1998
2018-02-16,"Назаревский Сергей",1989-09-06,1,1225
2018-02-16,"Вронская Варвара",1981-11-06,0,1600
2018-02-16,"Вознесенская Наталья",1973-08-17,0,1642
2018-02-16,"Стогов Павел",1967-12-13,1,926
2018-02-16,"Адамович Глеб",1984-01-31,1,2848
2018-02-16,"Шатилов Пётр",1985-08-04,1,1198
2018-02-16,"Болдырева Светлана",1978-10-13,0,1340
2018-02-16,"Зузин Аркадий",1985-05-23,1,1072
2018-02-16,"Дивеев Тимур",1988-04-06,1,746
2018-02-16,"Обухова Евгения",1980-06-05,0,1354
2018-02-16,"Шапенков Валерий",1992-11-05,1,1495
2018-02-17,"Васьковская Римма",1993-03-13,0,1132
2018-02-17,"Лабунский Александр",1984-05-29,1,2182
2018-02-17,"Горелов Тимур",1973-08-27,1,1889
2018-02-17,"Чеботарёва Любовь",1975-10-16,0,1456
2018-02-17,"Сазонова Инна",1969-02-27,0,1383
2018-02-17,"Вадовская Ирина",1976-06-25,0,2136
2018-02-17,"Гулидов Артём",1977-11-05,1,1558
2018-02-17,"Лыков Роман",1988-07-17,1,1931
2018-02-17,"Измайлов Георгий",1993-01-02,1,1189
2018-02-17,"Шнайдер Данила",1985-10-23,1,1750
2018-02-17,"Кудашева Маргарита",1991-11-19,0,1052
2018-02-17,"Коновалова Елена",1983-12-13,0,1119
2018-02-17,"Брезгун Василий",1987-10-27,1,835
2018-02-17,"Расловлев Данила",1983-04-13,1,1152
2018-02-17,"Бобринский Павел",1974-01-09,1,2706
2018-02-17,"Дубровский Богдан",1972-10-10,1,1517
2018-02-17,"Оффенберг Агния",1979-06-23,0,1136
2018-02-17,"Маевский Фёдор",1969-07-26,1,2616
2018-02-17,"Андогский Святослав",1975-09-04,1,1158
2018-02-17,"Круковецкий Игорь",1968-05-20,1,1805
2018-02-17,"Марков Святослав",1973-09-15,1,504
2018-02-17,"Ефремовский Антон",1970-10-16,1,1370
2018-02-17,"Выгановский Ярослав",1975-05-10,1,1293
2018-02-17,"Шипов Степан",1983-09-23,1,1511
2018-02-17,"Рылеева Татьяна",1975-06-09,0,485
2018-02-17,"Есипов Фёдор",1980-01-03,1,923
2018-02-17,"Рагозина Жанна",1991-04-06,0,1016
2018-02-17,"Буткова Маргарита",1988-04-06,0,1043
2018-02-17,"Сузин Вадим",1979-02-19,1,522
2018-02-17,"Голощанова Лидия",1977-05-03,0,581
2018-02-17,"Крамарь Алина",1973-05-21,0,936
2018-02-17,"Плохово Дарья",1992-09-29,0,1857
2018-02-17,"Карандеев Егор",1985-06-23,1,1569
2018-02-17,"Масленицкая Лилия",1978-06-30,0,795
2018-02-17,"Гришко Пётр",1971-09-24,1,1142
2018-02-17,"Полтинин Ярослав",1982-03-05,1,595
2018-02-17,"Михеев Данила",1968-10-28,1,1606
2018-02-18,"Нилова Арина",1993-05-22,0,1789
2018-02-18,"Ипатьева Вера",1973-07-20,0,997
2018-02-18,"Евлашев Леонид",1963-06-02,1,1222
2018-02-18,"Кисловский Эдуард",1993-06-23,1,1455
2018-02-18,"Пущина Любовь",1982-10-15,0,1982
2018-02-18,"Шиловская Таисия",1983-10-13,0,674
2018-02-18,"Нетудыхата Роман",1977-03-02,1,1303
2018-02-18,"Вагнер Алексей",1983-08-05,1,1350
2018-02-18,"Коновалова Елена",1983-12-13,0,1136
2018-02-18,"Скобельцына Екатерина",1988-05-19,0,650
2018-02-18,"Борецкая Валерия",1972-03-30,0,959
2018-02-18,"Тюфякин Пётр",1980-06-18,1,1000
2018-02-18,"Кожевников Владимир",1976-09-14,1,1394
2018-02-18,"Шестаков Александр",1982-04-16,1,747
2018-02-18,"Новаков Максим",1970-10-06,1,1249
2018-02-18,"Сумарокова Юлия",1983-11-01,0,1969
2018-02-18,"Розенбах Валерия",1972-03-07,0,1715
2018-02-18,"Мошкова Марина",1973-03-10,0,2299
2018-02-18,"Ипатьев Игорь",1976-08-22,1,881
2018-02-18,"Головкин Антон",1985-09-25,1,997
2018-02-18,"Бачманов Василий",1984-10-01,1,698
2018-02-18,"Бурлей Наталья",1980-02-15,0,544
2018-02-18,"Старженский Игорь",1992-02-26,1,1404
2018-02-18,"Кавелин Геннадий",1982-07-09,1,1003
2018-02-18,"Лызлова Маргарита",1980-03-03,0,1342
2018-02-18,"Кусакова Элеонора",1994-01-09,0,806
2018-02-18,"Бурмаксин Сергей",1991-04-25,1,871
2018-02-18,"Микешина Элеонора",1986-12-09,0,2587
2018-02-18,"Кожевникова Римма",1976-09-17,0,1361
2018-02-18,"Шмидт Михаил",1978-10-13,1,813
2018-02-18,"Лашкевич Людмила",1977-05-28,0,1394
2018-02-18,"Скопин Геннадий",1985-12-26,1,1447
2018-02-18,"Грекова Лилия",1990-07-28,0,706
2018-02-18,"Третьякова Екатерина",1988-01-13,0,1370
2018-02-18,"Паскевич Виктория",1986-01-24,0,1103
2018-02-18,"Разумовский Денис",1974-07-01,1,1292
2018-02-18,"Лабунский Александр",1977-01-21,1,696
2018-02-19,"Гринев Георгий",1981-08-11,1,1277
2018-02-19,"Дедюлин Филипп",1978-04-10,1,1676
2018-02-19,"Старовойтов Иван",1974-04-29,1,778
2018-02-19,"Симолин Тимур",1984-05-12,1,788
2018-02-19,"Лихачёв Григорий",1979-12-07,1,1100
2018-02-19,"Пущина Любовь",1982-10-15,0,1278
2018-02-19,"Игнатьева Алёна",1987-05-03,0,478
2018-02-19,"Строев Илья",1971-09-19,1,1307
2018-02-19,"Бакаева Кристина",1966-08-06,0,389
2018-02-19,"Бобоедова Дарья",1970-07-28,0,1189
2018-02-19,"Ковалевский Дмитрий",1981-04-19,1,838
2018-02-19,"Шелехов Святослав",1983-02-24,1,1556
2018-02-19,"Соколова Светлана",1981-01-06,0,841
2018-02-19,"Волохова Маргарита",1992-09-01,0,1233
2018-02-19,"Борецкая Валерия",1984-03-11,0,1894
2018-02-19,"Кочетова Марина",1981-08-05,0,1233
2018-02-19,"Шатилов Андрей",1958-09-22,1,2203
2018-02-19,"Калинина Вера",1978-07-25,0,963
2018-02-19,"Брянцов Дмитрий",1984-05-24,1,3613
2018-02-19,"Чернцов Георгий",1978-12-16,1,539
2018-02-19,"Чемодурова Екатерина",1987-10-08,0,1504
2018-02-19,"Андриенко Игорь",1979-07-27,1,1901
2018-02-19,"Духовская Светлана",1984-02-13,0,2460
2018-02-19,"Карачарова Дарья",1988-10-10,0,2050
2018-02-19,"Стрекалов Павел",1984-12-24,1,594
2018-02-19,"Кутайсов Георгий",1985-12-08,1,853
2018-02-19,"Муравьёв Михаил",1983-08-22,1,642
2018-02-19,"Бронский Владимир",1991-06-22,1,874
2018-02-19,"Шетнев Гавриил",1975-12-14,1,781
2018-02-19,"Адамович Глеб",1984-01-31,1,1770
2018-02-19,"Ефремовский Артём",1983-10-17,1,1059
2018-02-19,"Масленицкая Лилия",1978-06-30,0,546
2018-02-19,"Аверкиева Кристина",1994-08-02,0,871
2018-02-19,"Перовский Иван",1979-06-20,1,1507
2018-02-19,"Травин Егор",1991-05-11,1,869
2018-02-19,"Ершов Кирилл",1982-06-12,1,1398
2018-02-20,"Эристова Екатерина",1989-12-09,0,1069
2018-02-20,"Тушина Татьяна",1977-03-24,0,714
2018-02-20,"Симолин Тимур",1984-05-12,1,779
2018-02-20,"Грекова Лилия",1980-08-09,0,1027
2018-02-20,"Вагнер Алексей",1983-08-05,1,1931
2018-02-20,"Юшков Леонид",1988-02-06,1,817
2018-02-20,"Игнатьева Алёна",1987-05-03,0,717
2018-02-20,"Чириков Матвей",1984-08-02,1,1765
2018-02-20,"Шестаков Александр",1960-05-10,1,397
2018-02-20,"Жилина Алёна",1983-11-08,0,1278
2018-02-20,"Якимович Марина",1982-04-09,0,865
2018-02-20,"Власьев Роман",1987-01-24,1,1255
2018-02-20,"Евлашев Леонид",1991-03-10,1,1191
2018-02-20,"Бурлей Наталья",1969-01-08,0,875
2018-02-20,"Бухарина Марина",1989-03-20,0,1030
2018-02-20,"Каша Маргарита",1973-05-11,0,905
2018-02-20,"Воробьёва Валентина",1977-06-12,0,2145
2018-02-20,"Бровков Александр",1982-09-04,1,688
2018-02-20,"Кавелин Геннадий",1982-07-09,1,2859
2018-02-20,"Назарьев Владимир",1984-04-03,1,1036
2018-02-20,"Чаплин Михаил",1978-01-29,1,865
2018-02-20,"Болотин Матвей",1990-09-29,1,1309
2018-02-20,"Микешина Элеонора",1986-12-09,0,1385
2018-02-20,"Шишкина Алёна",1970-04-01,0,1151
2018-02-20,"Тимашев Семён",1983-11-06,1,1151
2018-02-20,"Голощанова Лидия",1977-05-03,0,857
2018-02-20,"Велецкая Ирина",1977-07-30,0,680
2018-02-20,"Тимковский Сергей",1980-05-31,1,1173
2018-02-20,"Бочина Ирина",1981-08-27,0,1237
2018-02-20,"Племянникова Светлана",1971-04-07,0,2314
2018-02-20,"Безбородко Мария",1965-10-04,0,2019
2018-02-20,"Клементьев Дмитрий",1958-02-18,1,859
2018-02-20,"Ягодинская Валентина",1973-07-17,0,685
2018-02-20,"Панютина Таисия",1992-12-01,0,1099
2018-02-20,"Гайворонская Анна",1972-10-06,0,1147
2018-02-20,"Масалов Станислав",1969-06-21,1,1065
2018-02-21,"Матвеева Людмила",1965-07-12,0,712
2018-02-21,"Веригина Ангелина",1982-08-24,0,1046
2018-02-21,"Ходнев Евгений",1975-03-01,1,711
2018-02-21,"Вадовская Ирина",1976-06-25,0,1251
2018-02-21,"Щиголев Алексей",1983-02-15,1,1424
2018-02-21,"Божков Григорий",1987-05-28,1,734
2018-02-21,"Хрущов Аркадий",1981-12-03,1,692
2018-02-21,"Дорофеева Алиса",1980-03-29,0,1440
2018-02-21,"Емелькин Василий",1991-11-23,1,1149
2018-02-21,"Кутузов Богдан",1994-09-21,1,1700
2018-02-21,"Мещеринов Михаил",1990-12-10,1,686
2018-02-21,"Извольский Сергей",1979-11-10,1,1691
2018-02-21,"Расловлев Данила",1986-10-27,1,1004
2018-02-21,"Гуровский Антон",1981-11-14,1,1255
2018-02-21,"Яворский Евгений",1989-06-15,1,1316
2018-02-21,"Полтинин Ярослав",1978-02-14,1,1109
2018-02-21,"Стогов Павел",1985-03-31,1,578
2018-02-21,"Кусакова Элеонора",1994-01-09,0,774
2018-02-21,"Краузе Екатерина",1992-08-28,0,962
2018-02-21,"Вадовская Ирина",1989-02-22,0,1848
2018-02-21,"Алтуфьев Григорий",1972-09-04,1,1292
2018-02-21,"Бернов Лев",1988-09-30,1,637
2018-02-21,"Греков Василий",1968-02-07,1,672
2018-02-21,"Велецкий Степан",1986-01-15,1,1665
2018-02-21,"Стариков Станислав",1978-05-02,1,878
2018-02-21,"Хмелева Любовь",1981-10-15,0,449
2018-02-21,"Брезгун Борис",1976-01-04,1,1574
2018-02-21,"Некрасова Маргарита",1988-08-14,0,861
2018-02-21,"Гулидов Николай",1982-03-07,1,3112
2018-02-21,"Паскевич Виктория",1986-01-24,0,911
2018-02-21,"Полетыло Полина",1987-10-24,0,818
2018-02-21,"Кашинцова Яна",1986-10-28,0,1518
2018-02-21,"Ашиткова Вероника",1976-07-15,0,850
2018-02-21,"Полозова Римма",1994-11-01,0,1299
2018-02-21,"Плохово Яна",1988-09-20,0,1466
2018-02-21,"Купреянова Александра",1970-06-03,0,892
2018-02-22,"Матвеева Людмила",1965-07-12,0,899
2018-02-22,"Веригина Ангелина",1982-08-24,0,808
2018-02-22,"Травин Егор",1984-02-03,1,596
2018-02-22,"Нарышкин Денис",1978-03-09,1,687
2018-02-22,"Малявко Елена",1973-05-26,0,796
2018-02-22,"Щербатов Ярослав",1976-05-04,1,633
2018-02-22,"Бебутова Римма",1965-09-03,0,2624
2018-02-22,"Крушевский Виктор",1965-09-26,1,707
2018-02-22,"Хвощинский Валентин",1980-11-12,1,836
2018-02-22,"Сумарокова Юлия",1980-12-22,0,750
2018-02-22,"Высоцкая Жанна",1974-02-11,0,1587
2018-02-22,"Аршинский Даниил",1988-01-17,1,2635
2018-02-22,"Садыков Геннадий",1984-10-17,1,1180
2018-02-22,"Туманская Мария",1974-11-10,0,864
2018-02-22,"Калантаев Пётр",1988-10-06,1,1032
2018-02-22,"Хилков Даниил",1978-08-14,1,1009
2018-02-22,"Болховитинов Лев",1981-08-10,1,1187
2018-02-22,"Демьянов Евгений",1974-04-20,1,1892
2018-02-22,"Зиновьева Людмила",1974-01-29,0,2084
2018-02-22,"Веригина Ангелина",1983-10-24,0,1143
2018-02-22,"Баркова Марина",1997-08-18,0,689
2018-02-22,"Губастов Владимир",1982-01-18,1,1457
2018-02-22,"Бровков Александр",1982-09-04,1,618
2018-02-22,"Корсакова Алла",1982-10-02,0,1329
2018-02-22,"Лонгинов Данила",1982-04-22,1,880
2018-02-22,"Щербатов Ярослав",1983-06-20,1,1402
2018-02-22,"Грабленова Лариса",1977-05-29,0,2209
2018-02-22,"Казначеева Варвара",1980-03-26,0,889
2018-02-22,"Белькова Элеонора",1997-06-30,0,1470
2018-02-22,"Аристова Маргарита",1975-09-10,0,668
2018-02-22,"Старжинский Анатолий",1980-05-07,1,880
2018-02-22,"Лашкевич Людмила",1977-05-28,0,889
2018-02-22,"Купреянов Георгий",1982-09-14,1,892
2018-02-22,"Болычевцев Станислав",1988-07-03,1,762
2018-02-22,"Кашинцова Яна",1986-10-28,0,1558
2018-02-22,"Раевская Лидия",1989-01-25,0,1069
2018-02-22,"Головкин Антон",1980-01-09,1,871
2018-02-22,"Рылеева Татьяна",1992-08-31,0,1920
2018-02-22,"Чернов Станислав",1986-07-09,1,1832
2018-02-22,"Ягодинская Валентина",1987-02-12,0,733
2018-02-23,"Огибалов Ярослав",1985-08-09,1,1057
2018-02-23,"Саблин Владислав",1990-09-23,1,1085
2018-02-23,"Загоскин Денис",1988-09-22,1,876
2018-02-23,"Хрущов Аркадий",1981-12-03,1,606
2018-02-23,"Чихачёва Елизавета",1982-12-04,0,655
2018-02-23,"Вагнер Алексей",1983-08-05,1,2190
2018-02-23,"Возницын Виталий",1979-11-27,1,1028
2018-02-23,"Кудашева Маргарита",1991-11-19,0,1000
2018-02-23,"Емелькин Василий",1991-11-23,1,1356
2018-02-23,"Солтыков Александр",1981-11-15,1,708
2018-02-23,"Кутузов Богдан",1994-09-21,1,1072
2018-02-23,"Калинина Вера",1983-01-25,0,636
2018-02-23,"Сонин Тимур",1991-05-06,1,851
2018-02-23,"Боброва Екатерина",1979-10-28,0,1618
2018-02-23,"Аршинский Даниил",1988-01-17,1,1376
2018-02-23,"Свечка Екатерина",1997-07-22,0,617
2018-02-23,"Митусов Глеб",1982-08-04,1,1269
2018-02-23,"Обухова Евгения",1974-06-03,0,1699
2018-02-23,"Извольский Сергей",1979-11-10,1,1918
2018-02-23,"Дворцов Степан",1984-11-29,1,688
2018-02-23,"Воинова Лилия",1985-01-16,0,1243
2018-02-23,"Сукин Данила",1982-11-13,1,356
2018-02-23,"Апухтина Снежана",1972-06-11,0,638
2018-02-23,"Арнаутова Жанна",1971-08-16,0,1373
2018-02-23,"Алашеева Алёна",1976-10-31,0,893
2018-02-23,"Остафьев Лев",1984-10-12,1,604
2018-02-23,"Кайсаров Тимофей",1981-01-09,1,1153
2018-02-23,"Полтинин Ярослав",1978-02-14,1,1091
2018-02-23,"Волконская Ольга",1988-03-14,0,1024
2018-02-23,"Шатилов Георгий",1996-05-15,1,748
2018-02-23,"Духовская Алёна",1985-09-14,0,1850
2018-02-23,"Челищев Руслан",1980-02-09,1,1146
2018-02-23,"Алексеев Михаил",1972-11-21,1,851
2018-02-23,"Ахматов Тимофей",1980-04-19,1,1003
2018-02-23,"Елисеев Валерий",1979-10-19,1,1034
2018-02-23,"Селифонтов Валерий",1968-06-22,1,1904
2018-02-23,"Хвощинский Алексей",1977-05-31,1,1041
2018-02-23,"Адамович Глеб",1984-01-31,1,1555
2018-02-23,"Шатилов Пётр",1985-08-04,1,1811
2018-02-23,"Ипатьева Вера",1992-04-02,0,569
2018-02-23,"Башмаков Виталий",1986-05-20,1,2027
2018-02-23,"Маврин Борис",1987-08-28,1,1460
2018-02-23,"Разумовский Денис",1974-07-01,1,550
2018-02-23,"Габаева Людмила",1974-09-26,0,1618
2018-02-23,"Тимашев Семён",1986-06-23,1,2004
2018-02-23,"Макшеев Григорий",1982-12-20,1,1570
2018-02-23,"Протасов Андрей",1995-04-28,1,533
2018-02-24,"Булатова Ольга",1977-07-01,0,1614
2018-02-24,"Евлашев Леонид",1963-06-02,1,1315
2018-02-24,"Державин Роман",1982-09-16,1,1028
2018-02-24,"Панютина Таисия",1984-01-09,0,3273
2018-02-24,"Бродович Лариса",1989-10-01,0,3030
2018-02-24,"Третьякова Мария",1976-02-16,0,2003
2018-02-24,"Калечицкий Иван",1980-12-23,1,936
2018-02-24,"Пазухин Юрий",1974-10-03,1,1301
2018-02-24,"Брезгун Василий",1987-10-27,1,818
2018-02-24,"Тюфякин Пётр",1976-12-11,1,521
2018-02-24,"Аршинский Даниил",1988-01-17,1,817
2018-02-24,"Дубровский Богдан",1972-10-10,1,826
2018-02-24,"Павлов Леонид",1993-11-29,1,556
2018-02-24,"Кавелина Фаина",1978-03-26,0,1544
